,State,Area,Year,Pop_Est,Int_Mig_Rate,Dom_Mig_Rate
12792,NJ,Salem County,2014,64360,0.5,-7.4
12793,NJ,Salem County,2015,63730,0.6,-9.9
12794,NJ,Salem County,2016,63158,0.7,-8.0
12795,NJ,Salem County,2017,62792,0.7,-4.5
12796,NJ,Somerset County,2011,326597,5.1,-2.5
12797,NJ,Somerset County,2012,328588,5.2,-2.7
12798,NJ,Somerset County,2013,331029,5.3,-1.3
12799,NJ,Somerset County,2014,332345,5.7,-4.9
12800,NJ,Somerset County,2015,333399,6.2,-6.2
12801,NJ,Somerset County,2016,334373,6.3,-5.5
12802,NJ,Somerset County,2017,335432,6.2,-5.2
12803,NJ,Sussex County,2011,148166,1.0,-7.0
12804,NJ,Sussex County,2012,147045,0.7,-9.8
12805,NJ,Sussex County,2013,145768,0.6,-10.4
12806,NJ,Sussex County,2014,144811,0.7,-7.5
12807,NJ,Sussex County,2015,143302,0.7,-11.5
12808,NJ,Sussex County,2016,142288,0.7,-7.8
12809,NJ,Sussex County,2017,141682,0.7,-4.6
12810,NJ,Union County,2011,541300,7.1,-6.2
12811,NJ,Union County,2012,545878,6.7,-3.5
12812,NJ,Union County,2013,550461,7.0,-3.5
12813,NJ,Union County,2014,554069,7.2,-6.3
12814,NJ,Union County,2015,557073,7.9,-7.5
12815,NJ,Union County,2016,561106,8.1,-6.0
12816,NJ,Union County,2017,563892,8.0,-7.9
12817,NJ,Warren County,2011,108218,1.7,-5.7
12818,NJ,Warren County,2012,107733,1.9,-7.1
12819,NJ,Warren County,2013,107157,2.1,-6.9
12820,NJ,Warren County,2014,107358,2.4,-1.8
12821,NJ,Warren County,2015,107282,2.6,-2.7
12822,NJ,Warren County,2016,106845,2.7,-6.7
12823,NJ,Warren County,2017,106798,2.7,-3.3
12824,NM,New Mexico,2011,2077744,0.7,0.1
12825,NM,New Mexico,2012,2083590,1.2,-3.4
12826,NM,New Mexico,2013,2085161,1.0,-5.0
12827,NM,New Mexico,2014,2083207,1.2,-6.6
12828,NM,New Mexico,2015,2082264,1.5,-6.0
12829,NM,New Mexico,2016,2085432,1.4,-3.4
12830,NM,New Mexico,2017,2088070,1.3,-3.6
12831,NM,Bernalillo County,2011,669336,1.1,1.9
12832,NM,Bernalillo County,2012,672335,1.6,-2.2
12833,NM,Bernalillo County,2013,673914,1.3,-3.5
12834,NM,Bernalillo County,2014,673902,1.5,-5.6
12835,NM,Bernalillo County,2015,674100,1.8,-5.1
12836,NM,Bernalillo County,2016,675588,1.7,-2.5
12837,NM,Bernalillo County,2017,676773,1.6,-2.8
12838,NM,Catron County,2011,3718,0.0,-1.3
12839,NM,Catron County,2012,3637,-0.3,-19.6
12840,NM,Catron County,2013,3587,-0.3,-5.3
12841,NM,Catron County,2014,3549,0.0,-8.1
12842,NM,Catron County,2015,3480,0.0,-15.4
12843,NM,Catron County,2016,3532,0.0,17.4
12844,NM,Catron County,2017,3587,0.0,17.1
12845,NM,Chaves County,2011,65667,0.1,-5.5
12846,NM,Chaves County,2012,65688,-0.4,-3.3
12847,NM,Chaves County,2013,65836,-0.2,-2.1
12848,NM,Chaves County,2014,65642,0.2,-7.6
12849,NM,Chaves County,2015,65554,0.4,-5.9
12850,NM,Chaves County,2016,65371,0.5,-7.6
12851,NM,Chaves County,2017,64866,0.5,-12.6
12852,NM,Cibola County,2011,27470,0.3,-0.5
12853,NM,Cibola County,2012,27379,0.7,-9.4
12854,NM,Cibola County,2013,27341,0.5,-7.4
12855,NM,Cibola County,2014,27080,0.6,-15.8
12856,NM,Cibola County,2015,26976,0.8,-7.9
12857,NM,Cibola County,2016,26996,0.8,-2.1
12858,NM,Cibola County,2017,26853,0.8,-8.1
12859,NM,Colfax County,2011,13611,1.2,-10.6
12860,NM,Colfax County,2012,13239,0.6,-26.6
12861,NM,Colfax County,2013,13055,0.8,-13.1
12862,NM,Colfax County,2014,12693,0.4,-27.1
12863,NM,Colfax County,2015,12425,0.6,-21.8
12864,NM,Colfax County,2016,12262,0.6,-10.7
12865,NM,Colfax County,2017,12174,0.7,-5.1
12866,NM,Curry County,2011,49710,1.7,1.6
12867,NM,Curry County,2012,50652,7.0,0.3
12868,NM,Curry County,2013,50494,3.4,-17.0
12869,NM,Curry County,2014,50874,3.1,-7.4
12870,NM,Curry County,2015,50068,4.4,-29.8
12871,NM,Curry County,2016,50168,3.3,-11.0
12872,NM,Curry County,2017,49812,1.6,-19.1
12873,NM,De Baca County,2011,1996,0.5,-18.4
12874,NM,De Baca County,2012,1953,0.0,-16.2
12875,NM,De Baca County,2013,1921,0.5,-2.1
12876,NM,De Baca County,2014,1853,1.6,-25.4
12877,NM,De Baca County,2015,1868,1.6,10.2
12878,NM,De Baca County,2016,1841,1.6,-10.8
12879,NM,De Baca County,2017,1829,1.6,-8.7
12880,NM,DoÐa Ana County,2011,212860,-0.1,4.0
12881,NM,DoÐa Ana County,2012,214050,0.2,-2.3
12882,NM,DoÐa Ana County,2013,213425,0.4,-11.0
12883,NM,DoÐa Ana County,2014,213200,1.0,-8.7
12884,NM,DoÐa Ana County,2015,213165,1.4,-8.4
12885,NM,DoÐa Ana County,2016,213874,1.4,-4.4
12886,NM,DoÐa Ana County,2017,215579,1.4,0.4
12887,NM,Eddy County,2011,54037,-0.2,-0.7
12888,NM,Eddy County,2012,54358,0.3,2.2
12889,NM,Eddy County,2013,55518,0.4,14.9
12890,NM,Eddy County,2014,56516,0.7,11.9
12891,NM,Eddy County,2015,57479,0.9,9.3
12892,NM,Eddy County,2016,57456,1.0,-7.4
12893,NM,Eddy County,2017,56997,1.0,-15.0
12894,NM,Grant County,2011,29308,1.2,-3.4
12895,NM,Grant County,2012,29208,0.4,-2.1
12896,NM,Grant County,2013,29047,0.0,-4.4
12897,NM,Grant County,2014,28820,0.1,-8.3
12898,NM,Grant County,2015,28325,0.2,-16.6
12899,NM,Grant County,2016,28033,0.1,-8.6
12900,NM,Grant County,2017,27687,0.1,-11.1
12901,NM,Guadalupe County,2011,4626,-0.2,-17.2
12902,NM,Guadalupe County,2012,4593,-0.2,-7.4
12903,NM,Guadalupe County,2013,4533,-0.2,-12.9
12904,NM,Guadalupe County,2014,4443,0.0,-18.9
12905,NM,Guadalupe County,2015,4352,0.0,-18.9
12906,NM,Guadalupe County,2016,4372,0.0,0.7
12907,NM,Guadalupe County,2017,4429,0.0,10.9
12908,NM,Harding County,2011,717,0.0,43.9
12909,NM,Harding County,2012,704,0.0,-14.1
12910,NM,Harding County,2013,694,0.0,-18.6
12911,NM,Harding County,2014,697,0.0,2.9
12912,NM,Harding County,2015,723,0.0,42.3
12913,NM,Harding County,2016,692,0.0,-39.6
12914,NM,Harding County,2017,692,0.0,1.4
12915,NM,Hidalgo County,2011,4841,-0.2,-7.8
12916,NM,Hidalgo County,2012,4776,-0.2,-15.6
12917,NM,Hidalgo County,2013,4619,0.2,-37.0
12918,NM,Hidalgo County,2014,4545,0.2,-16.2
12919,NM,Hidalgo County,2015,4433,0.2,-27.0
12920,NM,Hidalgo County,2016,4330,0.2,-27.2
12921,NM,Hidalgo County,2017,4305,0.2,-8.1
12922,NM,Lea County,2011,64990,0.5,-2.7
12923,NM,Lea County,2012,66156,0.3,8.0
12924,NM,Lea County,2013,68173,0.6,19.5
12925,NM,Lea County,2014,69757,1.3,12.5
12926,NM,Lea County,2015,70985,1.8,6.5
12927,NM,Lea County,2016,69850,2.0,-27.2
12928,NM,Lea County,2017,68759,2.0,-26.7
12929,NM,Lincoln County,2011,20400,-0.3,-3.0
12930,NM,Lincoln County,2012,20188,-0.5,-10.1
12931,NM,Lincoln County,2013,19953,-0.6,-10.0
12932,NM,Lincoln County,2014,19568,-0.4,-19.0
12933,NM,Lincoln County,2015,19276,-0.3,-13.4
12934,NM,Lincoln County,2016,19294,-0.3,1.6
12935,NM,Lincoln County,2017,19395,-0.3,5.7
12936,NM,Los Alamos County,2011,18177,3.0,2.8
12937,NM,Los Alamos County,2012,18169,3.9,-7.0
12938,NM,Los Alamos County,2013,17830,3.2,-23.9
12939,NM,Los Alamos County,2014,17710,4.1,-15.0
12940,NM,Los Alamos County,2015,17725,4.6,-5.1
12941,NM,Los Alamos County,2016,18152,4.6,15.7
12942,NM,Los Alamos County,2017,18738,4.5,23.3
12943,NM,Luna County,2011,25089,-0.7,-2.4
12944,NM,Luna County,2012,24906,-0.9,-10.7
12945,NM,Luna County,2013,24562,-0.9,-17.3
12946,NM,Luna County,2014,24385,-0.2,-10.6
12947,NM,Luna County,2015,24281,0.2,-8.8
12948,NM,Luna County,2016,24288,0.2,-5.1
12949,NM,Luna County,2017,24078,0.2,-14.3
12950,NM,McKinley County,2011,72298,0.3,-2.8
12951,NM,McKinley County,2012,72327,0.3,-9.8
12952,NM,McKinley County,2013,72604,1.2,-6.7
12953,NM,McKinley County,2014,72733,1.3,-8.3
12954,NM,McKinley County,2015,73386,1.4,0.9
12955,NM,McKinley County,2016,72958,1.4,-11.9
12956,NM,McKinley County,2017,72564,1.4,-11.3
12957,NM,Mora County,2011,4780,-0.6,-22.7
12958,NM,Mora County,2012,4685,-0.2,-19.0
12959,NM,Mora County,2013,4697,0.0,4.1
12960,NM,Mora County,2014,4616,0.0,-16.5
12961,NM,Mora County,2015,4613,0.0,0.4
12962,NM,Mora County,2016,4547,0.0,-14.4
12963,NM,Mora County,2017,4551,0.0,-2.4
12964,NM,Otero County,2011,65432,2.9,7.9
12965,NM,Otero County,2012,65943,8.0,-6.4
12966,NM,Otero County,2013,65677,6.6,-14.4
12967,NM,Otero County,2014,64792,6.2,-24.6
12968,NM,Otero County,2015,64178,7.4,-21.9
12969,NM,Otero County,2016,65184,6.7,3.7
12970,NM,Otero County,2017,65817,5.7,-1.7
12971,NM,Quay County,2011,9044,-0.4,-1.1
12972,NM,Quay County,2012,8807,-0.1,-27.4
12973,NM,Quay County,2013,8669,0.0,-11.9
12974,NM,Quay County,2014,8457,0.8,-22.5
12975,NM,Quay County,2015,8423,1.2,-1.5
12976,NM,Quay County,2016,8381,1.3,-5.0
12977,NM,Quay County,2017,8306,1.3,-9.1
12978,NM,Rio Arriba County,2011,40235,0.3,-7.8
12979,NM,Rio Arriba County,2012,40167,0.7,-6.6
12980,NM,Rio Arriba County,2013,40003,0.8,-10.7
12981,NM,Rio Arriba County,2014,39667,0.7,-12.4
12982,NM,Rio Arriba County,2015,39287,0.8,-13.7
12983,NM,Rio Arriba County,2016,39158,0.8,-6.0
12984,NM,Rio Arriba County,2017,39159,0.8,-2.6
12985,NM,Roosevelt County,2011,20415,0.2,12.9
12986,NM,Roosevelt County,2012,20300,0.5,-13.0
12987,NM,Roosevelt County,2013,19969,1.2,-23.4
12988,NM,Roosevelt County,2014,19602,1.7,-30.4
12989,NM,Roosevelt County,2015,19064,1.9,-37.8
12990,NM,Roosevelt County,2016,19082,1.9,-8.7
12991,NM,Roosevelt County,2017,18847,1.8,-21.3
12992,NM,Sandoval County,2011,134200,0.2,8.5
12993,NM,Sandoval County,2012,135246,0.0,3.5
12994,NM,Sandoval County,2013,136151,-0.1,3.5
12995,NM,Sandoval County,2014,136867,-0.2,2.2
12996,NM,Sandoval County,2015,138327,-0.1,7.7
12997,NM,Sandoval County,2016,140224,-0.2,11.2
12998,NM,Sandoval County,2017,142507,-0.1,13.5
12999,NM,San Juan County,2011,129649,-0.2,-12.4
13000,NM,San Juan County,2012,129677,0.0,-7.3
13001,NM,San Juan County,2013,129324,0.2,-11.0
13002,NM,San Juan County,2014,128958,0.1,-10.5
13003,NM,San Juan County,2015,128125,0.1,-13.2
13004,NM,San Juan County,2016,127772,0.1,-8.2
13005,NM,San Juan County,2017,126926,0.1,-11.9
13006,NM,San Miguel County,2011,29332,1.3,-5.0
13007,NM,San Miguel County,2012,29058,1.8,-13.8
13008,NM,San Miguel County,2013,28749,2.6,-16.1
13009,NM,San Miguel County,2014,28418,2.2,-15.3
13010,NM,San Miguel County,2015,28144,2.5,-13.4
13011,NM,San Miguel County,2016,27956,2.6,-7.8
13012,NM,San Miguel County,2017,27748,2.6,-10.2
13013,NM,Santa Fe County,2011,145442,2.3,1.1
13014,NM,Santa Fe County,2012,146169,1.3,1.6
13015,NM,Santa Fe County,2013,146616,0.8,0.9
13016,NM,Santa Fe County,2014,146983,0.6,0.5
13017,NM,Santa Fe County,2015,147276,1.0,-0.1
13018,NM,Santa Fe County,2016,147943,1.0,3.3
13019,NM,Santa Fe County,2017,148750,1.0,3.7
13020,NM,Sierra County,2011,12022,-0.3,10.0
13021,NM,Sierra County,2012,11854,-0.3,-0.6
13022,NM,Sierra County,2013,11524,-0.3,-16.1
13023,NM,Sierra County,2014,11265,-0.2,-10.4
13024,NM,Sierra County,2015,11233,-0.1,6.8
13025,NM,Sierra County,2016,11134,-0.1,4.5
13026,NM,Sierra County,2017,11116,-0.1,10.8
13027,NM,Socorro County,2011,17764,0.7,-7.5
13028,NM,Socorro County,2012,17464,1.3,-20.6
13029,NM,Socorro County,2013,17477,1.5,-5.0
13030,NM,Socorro County,2014,17220,1.8,-18.7
13031,NM,Socorro County,2015,17076,1.9,-11.0
13032,NM,Socorro County,2016,16919,1.9,-15.3
13033,NM,Socorro County,2017,16798,2.0,-10.4
13034,NM,Taos County,2011,32869,0.4,-3.7
13035,NM,Taos County,2012,32718,0.4,-6.4
13036,NM,Taos County,2013,32840,0.8,2.4
13037,NM,Taos County,2014,32854,0.8,-1.6
13038,NM,Taos County,2015,32698,1.0,-6.1
13039,NM,Taos County,2016,32857,1.0,5.0
13040,NM,Taos County,2017,32795,1.0,-2.2
13041,NM,Torrance County,2011,16408,1.3,-2.6
13042,NM,Torrance County,2012,16094,1.5,-22.0
13043,NM,Torrance County,2013,15704,1.3,-26.1
13044,NM,Torrance County,2014,15550,2.4,-10.5
13045,NM,Torrance County,2015,15482,3.0,-7.6
13046,NM,Torrance County,2016,15426,3.4,-8.2
13047,NM,Torrance County,2017,15506,3.4,1.0
13048,NM,Union County,2011,4407,-1.6,-28.4
13049,NM,Union County,2012,4397,-0.2,2.7
13050,NM,Union County,2013,4341,-0.7,-13.3
13051,NM,Union County,2014,4241,-0.5,-21.7
13052,NM,Union County,2015,4157,-0.2,-16.7
13053,NM,Union County,2016,4153,-0.2,-1.0
13054,NM,Union County,2017,4187,-0.2,8.2
13055,NM,Valencia County,2011,76894,0.1,-3.7
13056,NM,Valencia County,2012,76693,0.3,-7.1
13057,NM,Valencia County,2013,76314,0.1,-8.7
13058,NM,Valencia County,2014,75750,0.5,-10.1
13059,NM,Valencia County,2015,75580,0.6,-4.8
13060,NM,Valencia County,2016,75639,0.7,-2.6
13061,NM,Valencia County,2017,75940,0.6,1.4
13062,NY,New York,2011,19526372,5.7,-4.2
13063,NY,New York,2012,19625409,5.8,-5.4
13064,NY,New York,2013,19712514,5.8,-5.7
13065,NY,New York,2014,19773580,6.0,-7.4
13066,NY,New York,2015,19819347,6.5,-8.5
13067,NY,New York,2016,19836286,6.6,-9.7
13068,NY,New York,2017,19849399,6.6,-9.6
13069,NY,Albany County,2011,304836,4.3,-3.1
13070,NY,Albany County,2012,306206,4.0,-0.4
13071,NY,Albany County,2013,307414,3.9,-1.6
13072,NY,Albany County,2014,308195,4.2,-3.4
13073,NY,Albany County,2015,308598,4.4,-4.6
13074,NY,Albany County,2016,309080,4.6,-4.3
13075,NY,Albany County,2017,309612,4.5,-3.9
13076,NY,Allegany County,2011,48803,1.3,-6.1
13077,NY,Allegany County,2012,48226,1.3,-13.4
13078,NY,Allegany County,2013,47932,1.1,-7.4
13079,NY,Allegany County,2014,47694,1.3,-7.2
13080,NY,Allegany County,2015,47372,1.4,-7.9
13081,NY,Allegany County,2016,47110,1.4,-8.1
13082,NY,Allegany County,2017,46894,1.4,-7.0
13083,NY,Bronx County,2011,1400899,11.7,-12.2
13084,NY,Bronx County,2012,1417864,11.7,-8.8
13085,NY,Bronx County,2013,1432881,11.8,-9.9
13086,NY,Bronx County,2014,1445800,11.9,-11.5
13087,NY,Bronx County,2015,1460412,12.9,-11.4
13088,NY,Bronx County,2016,1468976,13.4,-15.0
13089,NY,Bronx County,2017,1471160,13.3,-19.0
13090,NY,Broome County,2011,199449,2.4,-7.3
13091,NY,Broome County,2012,198783,2.6,-6.3
13092,NY,Broome County,2013,198212,2.5,-4.9
13093,NY,Broome County,2014,197649,2.8,-5.9
13094,NY,Broome County,2015,196292,3.0,-9.3
13095,NY,Broome County,2016,194830,3.0,-9.8
13096,NY,Broome County,2017,193639,3.0,-8.2
13097,NY,Cattaraugus County,2011,79829,0.6,-7.0
13098,NY,Cattaraugus County,2012,79375,0.5,-7.9
13099,NY,Cattaraugus County,2013,79033,0.7,-6.3
13100,NY,Cattaraugus County,2014,78726,0.7,-6.6
13101,NY,Cattaraugus County,2015,78006,0.8,-10.6
13102,NY,Cattaraugus County,2016,77761,0.8,-4.1
13103,NY,Cattaraugus County,2017,77348,0.8,-6.4
13104,NY,Cayuga County,2011,79689,0.7,-4.2
13105,NY,Cayuga County,2012,79516,0.9,-3.7
13106,NY,Cayuga County,2013,79115,0.8,-6.2
13107,NY,Cayuga County,2014,78800,0.9,-5.0
13108,NY,Cayuga County,2015,78319,1.0,-6.9
13109,NY,Cayuga County,2016,77757,1.0,-7.5
13110,NY,Cayuga County,2017,77603,1.0,-3.1
13111,NY,Chautauqua County,2011,134220,1.4,-4.4
13112,NY,Chautauqua County,2012,133333,1.4,-8.1
13113,NY,Chautauqua County,2013,132896,1.4,-4.6
13114,NY,Chautauqua County,2014,131892,1.7,-9.9
13115,NY,Chautauqua County,2015,130756,1.8,-9.7
13116,NY,Chautauqua County,2016,129638,1.8,-10.7
13117,NY,Chautauqua County,2017,129046,1.8,-6.4
13118,NY,Chemung County,2011,88983,0.7,-1.2
13119,NY,Chemung County,2012,89197,0.8,0.2
13120,NY,Chemung County,2013,88374,0.7,-11.2
13121,NY,Chemung County,2014,87414,0.8,-12.4
13122,NY,Chemung County,2015,87030,0.8,-5.3
13123,NY,Chemung County,2016,86040,0.9,-11.8
13124,NY,Chemung County,2017,85557,0.9,-6.6
13125,NY,Chenango County,2011,50184,0.1,-4.6
13126,NY,Chenango County,2012,49888,0.2,-5.3
13127,NY,Chenango County,2013,49492,0.3,-8.2
13128,NY,Chenango County,2014,49340,0.3,-3.4
13129,NY,Chenango County,2015,48799,0.3,-9.9
13130,NY,Chenango County,2016,48323,0.4,-8.3
13131,NY,Chenango County,2017,47863,0.4,-8.5
13132,NY,Clinton County,2011,81731,1.5,-7.2
13133,NY,Clinton County,2012,81744,1.5,-2.3
13134,NY,Clinton County,2013,81585,1.5,-3.5
13135,NY,Clinton County,2014,81549,1.6,-3.1
13136,NY,Clinton County,2015,81032,1.7,-9.2
13137,NY,Clinton County,2016,80973,1.7,-3.2
13138,NY,Clinton County,2017,80980,1.7,-2.2
13139,NY,Columbia County,2011,62538,0.9,-6.9
13140,NY,Columbia County,2012,62473,0.9,0.0
13141,NY,Columbia County,2013,62225,1.5,-3.8
13142,NY,Columbia County,2014,62018,1.6,-2.2
13143,NY,Columbia County,2015,61549,1.8,-6.1
13144,NY,Columbia County,2016,61010,1.8,-8.2
13145,NY,Columbia County,2017,60604,1.8,-6.0
13146,NY,Cortland County,2011,49373,0.4,0.7
13147,NY,Cortland County,2012,49024,0.2,-7.5
13148,NY,Cortland County,2013,48912,0.4,-1.8
13149,NY,Cortland County,2014,48742,0.5,-5.8
13150,NY,Cortland County,2015,48294,0.5,-10.5
13151,NY,Cortland County,2016,47934,0.5,-8.8
13152,NY,Cortland County,2017,47786,0.5,-4.4
13153,NY,Delaware County,2011,47581,0.5,-5.2
13154,NY,Delaware County,2012,47219,0.5,-5.6
13155,NY,Delaware County,2013,46818,0.5,-5.4
13156,NY,Delaware County,2014,46560,0.5,-2.7
13157,NY,Delaware County,2015,45948,0.6,-10.9
13158,NY,Delaware County,2016,45425,0.6,-7.7
13159,NY,Delaware County,2017,45001,0.6,-5.0
13160,NY,Dutchess County,2011,298361,3.0,-2.5
13161,NY,Dutchess County,2012,297423,2.6,-6.9
13162,NY,Dutchess County,2013,296922,2.5,-5.4
13163,NY,Dutchess County,2014,296058,2.5,-6.3
13164,NY,Dutchess County,2015,295309,2.8,-6.5
13165,NY,Dutchess County,2016,294567,2.9,-5.7
13166,NY,Dutchess County,2017,295568,2.9,0.7
13167,NY,Erie County,2011,920312,3.1,-1.8
13168,NY,Erie County,2012,920935,3.4,-3.1
13169,NY,Erie County,2013,922758,3.6,-1.7
13170,NY,Erie County,2014,924449,3.8,-2.2
13171,NY,Erie County,2015,924122,4.0,-4.7
13172,NY,Erie County,2016,923116,4.1,-5.5
13173,NY,Erie County,2017,925528,4.1,-1.9
13174,NY,Essex County,2011,39269,1.9,-2.7
13175,NY,Essex County,2012,38884,1.6,-9.7
13176,NY,Essex County,2013,38621,1.4,-5.1
13177,NY,Essex County,2014,38380,1.7,-5.6
13178,NY,Essex County,2015,38196,1.8,-3.4
13179,NY,Essex County,2016,38014,1.8,-4.6
13180,NY,Essex County,2017,37956,1.8,-0.8
13181,NY,Franklin County,2011,51554,1.2,-5.0
13182,NY,Franklin County,2012,51811,0.9,3.7
13183,NY,Franklin County,2013,51246,0.6,-14.0
13184,NY,Franklin County,2014,51158,0.6,-3.9
13185,NY,Franklin County,2015,50609,0.7,-11.9
13186,NY,Franklin County,2016,51139,0.7,10.2
13187,NY,Franklin County,2017,51116,0.7,-0.8
13188,NY,Fulton County,2011,55122,0.4,-6.0
13189,NY,Fulton County,2012,54869,0.4,-3.7
13190,NY,Fulton County,2013,54376,0.5,-7.3
13191,NY,Fulton County,2014,53975,0.6,-7.1
13192,NY,Fulton County,2015,53853,0.6,-2.1
13193,NY,Fulton County,2016,53696,0.6,-2.0
13194,NY,Fulton County,2017,53877,0.6,4.1
13195,NY,Genesee County,2011,59903,1.1,-2.1
13196,NY,Genesee County,2012,59716,1.0,-4.2
13197,NY,Genesee County,2013,59169,0.7,-8.9
13198,NY,Genesee County,2014,58807,0.7,-6.5
13199,NY,Genesee County,2015,58591,0.8,-5.0
13200,NY,Genesee County,2016,58163,0.8,-6.9
13201,NY,Genesee County,2017,57956,0.8,-3.2
13202,NY,Greene County,2011,48857,0.7,-4.7
13203,NY,Greene County,2012,48601,1.3,-5.1
13204,NY,Greene County,2013,48338,1.3,-6.0
13205,NY,Greene County,2014,47984,1.5,-7.5
13206,NY,Greene County,2015,47649,1.5,-4.4
13207,NY,Greene County,2016,47516,1.6,-1.1
13208,NY,Greene County,2017,47470,1.6,0.5
13209,NY,Hamilton County,2011,4828,0.0,-2.9
13210,NY,Hamilton County,2012,4804,0.0,1.5
13211,NY,Hamilton County,2013,4768,0.0,-2.5
13212,NY,Hamilton County,2014,4703,0.0,-3.2
13213,NY,Hamilton County,2015,4704,0.0,5.5
13214,NY,Hamilton County,2016,4566,0.0,-25.0
13215,NY,Hamilton County,2017,4485,0.0,-9.5
13216,NY,Herkimer County,2011,64383,0.9,-2.3
13217,NY,Herkimer County,2012,64232,0.5,-2.8
13218,NY,Herkimer County,2013,63901,0.5,-5.1
13219,NY,Herkimer County,2014,63407,0.5,-7.8
13220,NY,Herkimer County,2015,62688,0.5,-10.7
13221,NY,Herkimer County,2016,62479,0.6,-2.4
13222,NY,Herkimer County,2017,62240,0.6,-3.5
13223,NY,Jefferson County,2011,117806,1.3,-1.5
13224,NY,Jefferson County,2012,121449,9.7,9.3
13225,NY,Jefferson County,2013,119219,4.7,-35.5
13226,NY,Jefferson County,2014,119044,3.4,-15.4
13227,NY,Jefferson County,2015,116301,5.5,-39.8
13228,NY,Jefferson County,2016,114084,2.6,-31.2
13229,NY,Jefferson County,2017,114187,0.8,-8.1
13230,NY,Kings County,2011,2546662,9.1,-5.2
13231,NY,Kings County,2012,2579267,8.6,-6.1
13232,NY,Kings County,2013,2605783,8.4,-8.4
13233,NY,Kings County,2014,2626644,8.7,-10.6
13234,NY,Kings County,2015,2643546,9.4,-13.0
13235,NY,Kings County,2016,2650859,9.5,-15.9
13236,NY,Kings County,2017,2648771,9.5,-19.1
13237,NY,Lewis County,2011,27008,0.4,-4.2
13238,NY,Lewis County,2012,27184,1.6,0.9
13239,NY,Lewis County,2013,27096,1.0,-8.0
13240,NY,Lewis County,2014,27096,1.1,-4.8
13241,NY,Lewis County,2015,26836,1.2,-13.3
13242,NY,Lewis County,2016,26646,0.9,-10.5
13243,NY,Lewis County,2017,26551,0.9,-5.8
13244,NY,Livingston County,2011,64863,1.6,-7.9
13245,NY,Livingston County,2012,64835,1.4,-2.3
13246,NY,Livingston County,2013,64684,1.3,-3.4
13247,NY,Livingston County,2014,64666,1.5,-1.7
13248,NY,Livingston County,2015,64514,1.7,-3.5
13249,NY,Livingston County,2016,64202,1.7,-6.3
13250,NY,Livingston County,2017,63799,1.7,-7.5
13251,NY,Madison County,2011,72890,0.4,-8.9
13252,NY,Madison County,2012,72429,0.4,-8.4
13253,NY,Madison County,2013,72485,0.5,-1.0
13254,NY,Madison County,2014,72241,0.5,-4.2
13255,NY,Madison County,2015,71718,0.5,-8.2
13256,NY,Madison County,2016,71389,0.5,-5.5
13257,NY,Madison County,2017,70965,0.5,-7.0
13258,NY,Monroe County,2011,747461,3.3,-2.7
13259,NY,Monroe County,2012,748524,3.4,-4.4
13260,NY,Monroe County,2013,750126,3.5,-4.1
13261,NY,Monroe County,2014,749803,3.8,-6.7
13262,NY,Monroe County,2015,748504,4.0,-8.0
13263,NY,Monroe County,2016,747326,4.1,-7.7
13264,NY,Monroe County,2017,747642,4.1,-5.6
13265,NY,Montgomery County,2011,49906,1.7,-9.0
13266,NY,Montgomery County,2012,49828,1.9,-3.2
13267,NY,Montgomery County,2013,49755,2.6,-3.3
13268,NY,Montgomery County,2014,49667,2.8,-5.1
13269,NY,Montgomery County,2015,49556,2.8,-5.1
13270,NY,Montgomery County,2016,49266,2.9,-11.1
13271,NY,Montgomery County,2017,49258,2.9,-4.6
13272,NY,Nassau County,2011,1347483,3.1,-1.4
13273,NY,Nassau County,2012,1352131,3.3,-2.3
13274,NY,Nassau County,2013,1356414,3.4,-1.9
13275,NY,Nassau County,2014,1360703,3.5,-3.0
13276,NY,Nassau County,2015,1362858,3.8,-4.6
13277,NY,Nassau County,2016,1365857,3.9,-4.2
13278,NY,Nassau County,2017,1369514,3.9,-3.3
13279,NY,New York County,2011,1611550,8.9,-1.1
13280,NY,New York County,2012,1630367,9.5,-3.9
13281,NY,New York County,2013,1638790,9.7,-10.1
13282,NY,New York County,2014,1646521,10.3,-10.7
13283,NY,New York County,2015,1657183,11.1,-9.7
13284,NY,New York County,2016,1662164,11.3,-12.5
13285,NY,New York County,2017,1664727,11.2,-13.5
13286,NY,Niagara County,2011,215747,0.8,-3.2
13287,NY,Niagara County,2012,214782,0.9,-4.7
13288,NY,Niagara County,2013,214235,0.8,-2.7
13289,NY,Niagara County,2014,213475,0.9,-3.2
13290,NY,Niagara County,2015,212540,1.0,-4.6
13291,NY,Niagara County,2016,211798,1.0,-3.3
13292,NY,Niagara County,2017,211328,1.0,-2.1
13293,NY,Oneida County,2011,234341,2.9,-5.3
13294,NY,Oneida County,2012,233975,3.1,-5.7
13295,NY,Oneida County,2013,233771,3.3,-4.3
13296,NY,Oneida County,2014,233229,3.6,-7.0
13297,NY,Oneida County,2015,232014,3.8,-8.6
13298,NY,Oneida County,2016,231273,3.9,-7.1
13299,NY,Oneida County,2017,231332,3.9,-3.5
13300,NY,Onondaga County,2011,467905,3.4,-5.2
13301,NY,Onondaga County,2012,467646,3.7,-7.0
13302,NY,Onondaga County,2013,469251,3.9,-3.0
13303,NY,Onondaga County,2014,468827,4.2,-7.2
13304,NY,Onondaga County,2015,468233,4.5,-7.6
